VENDOR NUMBER,VENDOR NAME 1,VENDOR ADDRESS 1,VENDOR NAME 2,VENDOR ADDRESS 2,VENDOR CITY,VENDOR STATE,VENDOR ZIP,VENDOR COUNTRY,VENDOR CONTACT NAME,VENDOR CONTACT TITLE,VENDOR CONTACT PHONE,VENDOR CONTACT EXTENSION,VENDOR MINORITY CODE
101266,INTEGRATED MANAGEMENT SERVICES PA,263 3RD STREET SUITE 403,IMS ENGINEERS,,BATON ROUGE,LA,70802,UNITED STATES,REGINALD CREAR,,,,BLK AMER
101330,MORGAN CONTRACTING INC,6575 HWY 189 N,,,BAKER,FL,32531,UNITED STATES,CAROL CRAWFORD,,,,
101423,BEAUREGARD TOWN CIVIC ASSOCIATION,721 GOVERNMENT ST STE 103-205,,,BATON ROUGE,LA,70802,UNITED STATES,**UPDATED ADDRESS PER LETTER,,,,
101446,HEALTH STREAM INC,209 10TH AVE SOUTH-SUITE 450,,,NASHVILLE,TN,37203,UNITED STATES,CASEY REYNOLDS,ACCT MGR,,,
101501,LIGHTRIVER TECHNOLOGIES INC,2150 JOHN GLENN DR SUITE 200,,,CONCORD,CA,94520,UNITED STATES,VICKI TARRO,,,,
101505,GARLAND MANUFACTURING CO,55 INDUSTRIAL PARK ROAD,,,SACO,ME,4072,UNITED STATES,JAMES GARLAND,SALES,,,
101523,BT CONFERENCING VIDEO INC,11400 WESTMOOR CIR STE 225,,,WESTMINSTER,CO,80021,UNITED STATES,LINA VISSAR,,,,
101524,COMMERCIAL WATER MANAGEMENT INC,1765 O'NEAL LANE,D/B/A CHOATE USA,,BATON ROUGE,LA,,UNITED STATES,MIKE SMITH,CELL,,,
101562,MYOFFICE PRODUCTS LLC,22 CENTURY BLVD STE 420,D/B/A UNITY EDUCATION RESOURCES,,NASHVILLE,TN,37214,UNITED STATES,LAWN STOMA,CELL,,,
101566,AMY F STEVENS,24340 KIRTLEY DRIVE,,,PLAQUEMINE,LA,70764,UNITED STATES,AKFCHEER@BELLSOUTH.NET,CELL,,,
101715,CRITTER CONTROL OF THE GULF COAST,P O BOX 160911,,,MOBILE,AL,36616,UNITED STATES,,,,,
101725,COMPREHENSIVE TECHNICAL ASSISTANCE,501 E FRANKLIN STREET SUITE 641,GROUP/CTAG,,RICHMOND,VA,23219,UNITED STATES,,,,,
101726,BRENDA PRIDGEN,4609 WALTHER AVENUE,D/B/A CONCENTRIC SYSTEMS,,BALTIMORE,MD,21214,UNITED STATES,BRENDA PRIDGEN,OWNER,,,
101755,LEWIS JOHNSON,1120 SPANISH TOWN RD #125,,,BATON ROUGE,LA,70802,UNITED STATES,,,,,
101756,TINA SMITH,4523 PLANK RD,,,BATON ROUGE,LA,70805,UNITED STATES,,,,,
101805,ROBERT WALL CONSULTING LLC,5739 SW FLORIDA STREET,D/B/A FWFOCUS PRODUCTIONS,,PORTLAND,OR,97219,UNITED STATES,ROBERT WALL,,,,
101842,EMS TECHNOLOGY SOLUTIONS LLC,3771 TRAMORE POINTE PKWY,,,AUSTELL,GA,30106,UNITED STATES,**7/14/17 UPDATED THE TAX,,,,
101909,DEW ENTERPRISES OF ORLEANS LLC,1527 SIMON BOLIVAR AVE,,,NEW ORLEANS,LA,70113,UNITED STATES,,,,,
102011,CBS COLLEGIATE SPORTS PROPERTIES,P O BOX 25095,INC,,BATON ROUGE,LA,70894,UNITED STATES,WARD WYATT,GENERAL MGR,,,
102043,ENVIRONMENTAL MEASUREMENTS,5132 PAYNE DR,CORPORATION,,BATON ROUGE,LA,70809-3743,UNITED STATES,INGE VERRET,CELL,,,
102044,BERNARD WARREN,1602 NOYES DRIVE,,,SILVER SPRING,MD,20910,UNITED STATES,,,,,
102045,MICHAEL JACKSON,6007 S MELBECK RD,JACKSON ENTERPRISE,,RICHMOND,VA,23234,UNITED STATES,,,,,
102092,GEOENGINEERS INC,8410 154TH AVE NE,,,REDMOND,WA,98052,UNITED STATES,,,,,
102112,ELLIOTT ELECTRIC SUPPLY,P O BOX 206524,,,DALLAS,TX,75320-6524,UNITED STATES,PER CALL TO RECEIVABLES...,,,,
102119,COMP.NATION COMPUTER SUPPLY LLC,331 PREMIER CT STE 103,D/B/A COMPNATION,,FRANKLIN,TN,37067,UNITED STATES,TIM DIAL,,,,
102150,PLUS CONCRETE INC,P O BOX 480576,,,NEW HAVEN,MI,48048,UNITED STATES,KATHY BAZZY,,,,
102160,SKYHIGH AVIATION LLC,5368 COURTYARD DRIVE,CLAYTON DECOTEAU,,GONZALES,LA,70737,UNITED STATES,,,,,
102172,DOHERTY MICHAEL JARREAU,16693 FRENCHTOWN RD,,,GREENWELL SPRINGS,LA,70739,UNITED STATES,,,,,
102190,AECOM TECHNICAL SERVICES INC,4840 COX RD,,,GLEN ALLEN,VA,23060-6292,UNITED STATES,"RONALD J. SCHUMANN, JR, VPRES",CELL#,,,
102210,BERGERON MOTORS INC,3525  VETERANS MEMORIAL BLVD,D/B/A BERGERON CHRYSLER DODGE JEEP,,METAIRIE,LA,70002,UNITED STATES,DOREEN PARNELL,CELL,,,
102226,GENCORE CANDEO LTD,5800 EGLES NEST BLVD,D/B/A THE GENESIS GROUP,,TYLER,TX,75703,UNITED STATES,KARA SEYDLER,FINANCE ADMIN,,,
102231,AEROFLEX WICHITA INC,10200 W YORK ST,,,WICHITA,KS,67215,UNITED STATES,PHIL NICKEL,,,,
102266,MEAD JOHNSON & COMPANY LLC,2400 WEST LLOYD EXPRESSWAY,MEAD JOHNSON NUTRITION,,EVANSVILLE,IN,47721,UNITED STATES,**4/21/11 PRIM & PAY ADDRESS,,,,
102267,BLOUNT GENERAL CONTRACTORS LLC,P O BOX 1090,,,WALKER,LA,70785,UNITED STATES,SUSAN HAZLETON,,,,
102350,BROADCAST MICROWAVE SERVICES,12367 CROSTHWAITE CIRCLE,,,POWAY,CA,92064,UNITED STATES,MELISSA MCGRATH,,,4716,
102376,RICK NAQVI,13320 WOOD CREEK DR,D/B/A PHAT HAT BAND,,BATON ROUGE,LA,70818,UNITED STATES,RICK NAQVI,,,,ASN-IND AM
102416,WICKER CONSTRUCTION INC,9640 WALLACE LAKE ROAD,,,SHREVEPORT,LA,71106,UNITED STATES,JAMES TOWNSEND,CELL,,,
102436,TRILOGY COMMUNICATIONS INC,2910 HWY 80 EAST,,,PEARL,MS,39208,UNITED STATES,RICKY GRESSETT,,,,A-P AM WBE
102471,LAND TITLE INVESTIGATIONS LLC,P O BOX 1737,,,PRAIRIEVILLE,LA,70769,UNITED STATES,,,,,
102486,BUDGET LIBRARY SUPPLIES,P O BOX 100,,,BLOOMFIELD,NY,14469,UNITED STATES,,,,,
102492,TRACKING PRODUCTS INC,3301 W 151ST CT,,,BROOMFIELD,CO,80023,UNITED STATES,,,,,
102493,BRITTEN-NORMAN INC,150 ALHAMBRA CIRCLE #1260,,,CORAL GABLES,FL,33134,UNITED STATES,LARA HARRISON,BUS DEV MGR,,,
102586,AUTHENTIC PROMOTIONS.COM,6151 FAIR OAKS BLVD SUITE 103,,,CARMICHAEL,CA,95608,UNITED STATES,PETER CARMAZZI,CELL,,,
102601,CONVERGYS CUSTOMER MANAGEMENT GROUP,7359 FLORIDA AVENUE,INC,,BATON ROUGE,LA,70806,UNITED STATES,MARCIA STRAUB,SR MANAGER,,,
102609,SOUTHERN MONITORING SYSTEMS,P O BOX 2203,,,BUFORD,GA,30515,UNITED STATES,ED EVERETT,VP OF OPERATION,,,
102610,AEROCOMPUTERS INC,2889 W FIFTH STREET SUITE #111,,,OXNARD,CA,93030,UNITED STATES,GRACE TENNISON,,,,
102611,MEDICAL SUPPLIES DEPOT INC,1515 UNIVERSITY BOULEVARD SOUTH,,,MOBILE,AL,36609-2958,UNITED STATES,**TAX ID MATCHED ON 12/6/10**,,,,
102712,THE CUTTING EDGE LAWN & LANDSCAPE,10718 LANSBURY AVE,LLC,,BATON ROUGE,LA,70809,UNITED STATES,EDDIE SHARER,CELL,,,
102716,NATIONAL TURBINE CORPORATION,374 NORTHERN LIGHTS DRIVE,,,SYRACUSE,NY,13212,UNITED STATES,CHAR COLELLA,IND PROD MGR,,106,
102747,TRIBRIDGE HOLDINGS LLC,4830 WEST KENNEDY BLVD SUITE 890,,,TAMPA,FL,33609,UNITED STATES,,,,,
102790,WINONA A FABRE,1846 ALABAMA STREET,,,BAKER,LA,70714,UNITED STATES,,,,,
102791,SHARON K NIXON,6325 ROLLING ACRES DR,,,BAKER,LA,70714,UNITED STATES,,,,,
102793,BERNADETTE BAUDY,12113 BRIANNA AVE,,,BATON ROUGE,LA,70818,UNITED STATES,,,,,
102795,MARY WASHINGTON,32445 LEONA AVE,,,WHITE CASTLE,LA,70788,UNITED STATES,,,,,
102797,AUTOMATION COMMUNICATIONS ENG CORP,3014 CAMERON ST,AUTO COMM ENGINEERING CORP,,LAFAYETTE,LA,70506,UNITED STATES,RANDY TOTARO,CELL,,,
102798,PROVIDENCE CRITICAL INFRASTRUCTURE,1201 MAIN STREET,PROTECTION LLC,,BATON ROUGE,LA,70802,UNITED STATES,MICHAEL SMITH,CEO,,,
102836,TRI-TECH FORENSICS INC,4019 EXECUTIVE PARK BLVD SE,,,SOUTHPORT,NC,28461,UNITED STATES,ERIC BARTON,,,,
102838,MAX FOOTE CONSTRUCTION CO INC,12 OFFICE PARK CIRCLE SUITE 200,,,BIRMINGHAM,AL,35223,UNITED STATES,,,,,
102880,LOUISE CHAPMAN,415 W MAGNOLIA DR,,,BAKER,LA,70714,UNITED STATES,,,,,
102881,ANDREA RUBBINS,5120 WEXFORD DR,,,BATON ROUGE,LA,70814,UNITED STATES,,,,,
103010,EXXONMOBIL PIPELINE COMPANY,P O BOX 7247-8921,,,PHILADELPHIA,PA,19170-8921,UNITED STATES,SHANNON SITTIG,ON INVOICE,,,
103145,WORKPLACE RESOURCE,1717 W 6TH ST STE 190,,,AUSTIN,TX,78703,UNITED STATES,ELIZABETH LABORDE,DESIGNER,,,MNW
103216,BRUIN LLC,252 HALFWAY TREE ROAD,,,BATON ROUGE,LA,70810,UNITED STATES,BROWN,CELL,,,
103217,ENERGY BASICS LLC,P O BOX 1751,,,BATON ROUGE,LA,70821,UNITED STATES,MARK BUCHANAN,CELL,,,
103219,LDV INC,180 INDUSTRIAL DRIVE,,,BURLINGTON,WI,53105,UNITED STATES,LISA LOUGHRIN,,,,
103229,ZANDER GRAPHICS LLC,18044 AUTUMN LEAVES DRIVE,,,PRAIRIEVILLE,LA,70769,UNITED STATES,,,,,
103234,IMPERIAL JANITORIAL SERVICE,13011 SUGAR BOWL AVE,,,BATON ROUGE,LA,70814,UNITED STATES,KENNETH LUNDY,,,,
103244,TIDEWATER LLC,150 COURET DRIVE,,,LAFAYETTE,LA,70507,UNITED STATES,NICK ZANETTE,ADMINISTRATOR,,,
103255,QUE CONSTRUCTION 1 LLC,P O BOX 691,,,BAKER,LA,70704,UNITED STATES,KERMIT JOHNSON III,CELL,,,MN
103298,AOSS MEDICAL SUPPLY INC,4971 CENTRAL AVENUE,,,MONROE,LA,71203,UNITED STATES,LINDA PRUETT,CELL,,,MN
103330,GROUNDWORKS INC,7515 JEFFERSON HWY #13,,,BATON ROUGE,LA,70806,UNITED STATES,RICHARD NETZBERGER,CELL,,,
103374,LAW INDUSTRIES LLC,P O BOX 83034,,,BATON ROUGE,LA,70884,UNITED STATES,BYRON LAW,CELL,,,
103388,ORACLE AMERICA INC,500 ORACLE PKWY,,,REDWOOD SHORES,CA,94065,UNITED STATES,**SEE 12627/THIS VENDOR DUP/,,,,
103395,STUART SERVICES LLC,4724 UTICA ST,,,METAIRIE,LA,70006,UNITED STATES,**NEED VENDOR APP TO COMPLETE*,*,,,
103422,HAART 2008,4550 NORTH BLVD #250,,,BATON ROUGE,LA,70806,UNITED STATES,,,,,
103462,WESTERN EXTERMINATOR CO,1225 N POST OAK RD,TARGET SPECIALTY PRODUCTS,,HOUSTON,TX,77055,UNITED STATES,MIKE NICHOLS,CELL,,,
103465,AMERICAN MIDSTREAN (MIDLA) LLC,1614 15TH STREET STE 300,,,DENVER,CO,80202,UNITED STATES,MARY JANISQEWSKI,,,,
103491,SHRED-IT USA,110 WIDGEON DR SUITE 100,,,ST ROSE,LA,70087,UNITED STATES,CHAD WALDRUP,CELL,,,
103492,DANIEL C TRUESDALE,2901 16TH STREET NW #504,,,WASHINGTON,DC,20009,UNITED STATES,,,,,
103601,STEPHEN ANTHONY SMITH,417 GISELE STREET,,,NEW ROADS,LA,70760,UNITED STATES,,,,,
103683,DENSON ADVERTISING & PROMOTIONS,P O BOX 797,,,ZACHARY,LA,70791,UNITED STATES,**REMOVED NE AS TAX DEFAULT AS,,,,
103702,BLISS PRODUCTS & SERVICES INC,6831 S SWEETWATER RD,,,LITHIA SPRINGS,GA,30122,UNITED STATES,GREGG BLISS,CELL,,,
103704,RITE WAY SERVICE LLC,6635 COMPLEX DRIVE,,,BATON ROUGE,LA,70809,UNITED STATES,KEVIN SUTTON,CELL,,,
103721,CARL FREEDMAN,7746 PITTERARY DR,,,BATON ROUGE,LA,70808,UNITED STATES,CFREED2780.@GMAIL.COM,,,,
103813,STERLING CONSTRUCTION COMPANY,20810 FERNBUSH LN,D/B/A TEXAS STERLING CONST CO,,HOUSTON,TX,77073,UNITED STATES,MATT BINFORD,CELL,,,
103920,TRAIN SIGNAL,152 W CENTER CT,,,SCHAUMBURG,IL,60195,UNITED STATES,SALES@TRAINSIGNAL.COM,,,,
103987,MDSOLUTIONS INC,8225 ESTATES PARKWAY,,,PLAIN CITY,OH,43064,UNITED STATES,ACCOUNTS@MD-SIGNS.COM,,,,
104016,JOHN PLOTT COMPANY INC,P O BOX 20183,,,TUSCALOOSA,AL,35402,UNITED STATES,,,,,
104084,RACON INC,P O BOX 2692,,,TUSCALOOSA,AL,35403,UNITED STATES,JONATHAN SHADDIX,,,,
104267,WATSON BLANCHE WILSON & POSNER,505 NORTH BLVD,MICHAEL M REMSON,,BATON ROUGE,LA,70802-5720,UNITED STATES,HARVEY H POSNER,PARTNER,,,
104268,COMMAND CONSTRUCTION INDUSTRIES,3206 N TURNBULL DR,,,METAIRIE,LA,70002,UNITED STATES,JESSICA LEBLANC,ADM ASST,,,
104298,BOUT PLAY,18942 WINTERWOOD CT,,,BATON ROUGE,LA,70817,UNITED STATES,BOUTPLAY@ME.COM,,,,
104299,INTERBANK-EXCHANGE LLC,18685 E AGUA VISTA,,,BLACK CANYON CITY,AZ,85324,UNITED STATES,JAMES GIBSON,CELL,,,
104300,COASTAL PROCESS LLC,28750 JAMES CHAPEL ROAD NORTH,,,HOLDEN,LA,70744,UNITED STATES,TODD BURNETT,CELL,,,
104306,CITY OF BAKER SCHOOL SYSTEM,P O BOX 680,,,BAKER,LA,70704-0680,UNITED STATES,PER TED PAY TO THIS NAME &,,,,
104308,PTV AMERICA INC,9755 SW BARNES ROAD SUITE 550,,,PORTLAND,OR,97225,UNITED STATES,CARLA ALTMANN,,,,
104310,FORTEL TRAFFIC INC,5310 E HUNTER AVENUE,,,ANAHEIM,CA,92807,UNITED STATES,DIANA DIETRICH,,,,
104312,RIDGE ENGINEERING,710 DRUID HILLS ROAD,,,TEMPLE TERRACE,FL,33617,UNITED STATES,DON GETTNER,,,,
104318,THINKSTREAM INCORPORATED,6146 CRESTMOUNT DRIVE,,,BATON ROUGE,LA,70809,UNITED STATES,KRISTI COOK,,,,
104351,TACTICAL COMMAND INDUSTRIES INC,2101 W 10TH STREET SUITE G,,,ANTIOCH,CA,94509,UNITED STATES,DON MEDINE,CELL,,,
104360,BRANDON O WILLIAMS CONSTRUCTION LLC,230 MEADOW BEND DRIVE,,,BATON ROUGE,LA,70820,UNITED STATES,BRANDON WILLIAMS,,,,
104432,HG JONES & ASSOCIATES,211 W WACKER DR STE 1230,,,CHICAGO,IL,60606,UNITED STATES,,,,,
104485,LONNIE SEALS SR,2614 HARDING BLVD,,,BATON ROUGE,LA,70807,UNITED STATES,,CELL,,,BLK AMER
104486,AUSTIN THOMAS,9237 STARING CT,,,BATON ROUGE,LA,70810,UNITED STATES,,CELL,,,BLK AMER
104487,CONSTANCE LAFAYETTE,8338 GREENMOSS DR,,,BATON ROUGE,LA,70806,UNITED STATES,**USE V# 95476 FOR RT (LNDLRD),CELL,,,BLK AMER
104516,PARTNERS FOR PROGRESS NON PROFIT HS,10008 AVENUE L,D/B/A WESLEY CHAPEL/BAYOU RIDGE APTS,,BATON ROUGE,LA,70807,UNITED STATES,MORISE DUFFIN,CELL,,,
104518,RIEKER INSTRUMENT COMPANY INC,34 MT PLEASANT RD,RIEKER INC,,ASTON,PA,19014,UNITED STATES,HEATHER FARRELL,,,,
104519,EARL BENJAMIN,3926 FAIRMONT DR,,,NEW ORLEANS,LA,70722,UNITED STATES,,,,,
104520,MELANIE S JOHNSON,2578 78TH AVENUE,,,BATON ROUGE,LA,70807,UNITED STATES,,,,,
104521,SHELLEY JAGGERNAUTH LEE,10041 OLD WORLD DR,,,BATON ROUGE,LA,70817,UNITED STATES,,,,,
104545,SAMANTHA YOUNG,5223 CONTI ST,,,NEW ORLEANS,LA,70124,UNITED STATES,SAMANTHA YOUNG,,,,
104555,KRISTI F MELLION,20215 SALLIE DRIVE,,,PLAQUEMINE,LA,70764,UNITED STATES,,,,,
104568,FLIR SURVEILLANCE INC,27700 SW PARKWAY AVE,,,WILSONVILLERICA,OR,97070,UNITED STATES,SHELLY SCHNYER,CELL,,,NON-M WBE
104571,ESI ACQUISITION INC,823 BROAD STREET,,,AUGUSTA,GA,30901,UNITED STATES,TAMMY MORGAN,,,,
104576,OUR LADY OF THE LAKE PHYSICIAN,7777 HENNESSY BLVD SUITE 1000,GROUP CARDIOLOGY LLC,,BATON ROUGE,LA,70808,UNITED STATES,,,,,
104598,US FLOOD CONTROL CORP,121 KAYLEE DRIVE,ATTN CHERYL WITMER,,HAHNVILLE,LA,70057,UNITED STATES,CHERYL WITMER,,,,
104599,DARREN LIDOMEN INC,14560 BOURNEMOUTH RD,DIDGERIDOO DOWN UNDER,,TAMPA,FL,33626,UNITED STATES,,,,,
104621,NEIGHBORHOOD RESTORATION OF BATON,547 N CARROLLTON AVE,ROUGE LLC,,BATON ROUGE,LA,70806,UNITED STATES,DAVID TIMOLL,CELL,,,
104631,LOUISIANA WASTE SYSTEMS,2136 DALLAS DRIVE,,,BATON ROUGE,LA,70806,UNITED STATES,**CLOSED...SEE V#100355**,,,,
104655,SOUTHERN LA COMMUNICATIONS,P O BOX 648,,,MARKSVILLE,LA,71351,UNITED STATES,TRACY BELT,PRESIDENT,,,
104660,MID-GULF RECOVERY SERVICES LLC,10567 AIRLINE DR,,,ST ROSE,LA,70087,UNITED STATES,TONY CUNNINGHAM,CELL,,,
104662,PSYCHOLOGICAL ASSESSMENT RESOURCES,16204 N FLORIDA AVENUE,INC 05-404-9846,,LUTZ,FL,33549,UNITED STATES,CUSTOMER SERVICE,,,,
104665,VISUALAPEX,7950 NE DAY ROAD W SUITE B,,,BAINBRIDGE ISLAND,WA,98110,UNITED STATES,,,,,
104684,READS PERKINS MOVING SYSTEMS LLC,7635 S CHOCTAW DR,,,BATON ROUGE,LA,70806,UNITED STATES,JOE YGLESIAS,CELL,,,
104806,PAWS ENERGY SERVICES,P O BOX 637,,,MAURICE,LA,70555,UNITED STATES,"**PER LETTER FROM VENDOR,",,,,
104818,KIRKS AUTO LTD,9555 AIRLINE HWY,,,BATON ROUGE,LA,70808,UNITED STATES,,,,,
104833,CSN STORES LLC,177 HUNTINGTON AVE,,,BOSTON,MA,2115,UNITED STATES,EDWIN MONTEIRO,SALES CONSULT,,,
104848,FASTSIGNS,8350 FLORIDA BLVD STE A-1,SIGN AND GRAPHIC SOLUTIONS,,BATON ROUGE,LA,70806,UNITED STATES,**SEE V4474 FOR SIEGEN STORE/,,,,NON-M WBE
104882,THE LIBRARY STORE INC,301 E SOUTH ST,,,TREMONT,IL,61568,UNITED STATES,AUDREY AIMONE,,,,
104912,NEW HORIZONS COMMUNITY SERVICES INC,2320 DRUSILLA LANE SUITE A,,,BATON ROUGE,LA,70809,UNITED STATES,ALICIA INGRAM,CELL,,,BLK AM WBE
104917,SOLAR ALTERNATIVES INC,437 PHILIP ST,D/B/A SOLAR ALTERNATIVES,,NEW ORLEANS,LA,70130,UNITED STATES,JEFF CANTIN,,,,
104932,CHEMSOUTH CORPORATION,17373 OPPORTUNITY AVENUE,,,BATON ROUGE,LA,70817,UNITED STATES,DR GREGORY L WHITE,CELL,,,
104935,YORK RISK SERVICES GROUP INC,1625 WEST CAUSEWAY APPROACH,FRMLY FARA BUSINESS SERV,,MANDEVILLE,LA,70471-2954,UNITED STATES,**PER INVOICE NAME CHANGE,,,,
104957,JASON HEWITT,10000 CELTIC DRIVE,D/B/A FILMS IN MOTION LLC,,BATON ROUGE,LA,70809,UNITED STATES,DEIRDRE PETERSON,,,,
104973,CLARKE ENVIRONMENTAL MOSQUITO,110 E IRVING PARK ROAD 4TH FLOOR,MANAGEMENT INC,,ROSELLE,IL,60172,UNITED STATES,BRIAN IRBY,,,,
104977,DAWSON ASSOCIATES INC,911-B HURRICANE SHOALS RD NE,,,LAWRENCEVILLE,GA,30043,UNITED STATES,KAYLENE CARLEY,CELL,,,
104989,SWAGIT PRODUCTIONS LLC,12801 NORTH CENTRAL EXPRESSWAY,,STE 900,DALLAS,TX,75243,UNITED STATES,BRYAN HALLEY,,,,
104990,SCHNEIDER ELECTRIC USA INC,5325 GATEWAY DRIVE,,,GEISMAR,LA,70734,UNITED STATES,DARRYL BROWN,CELL,,,
105029,OLD SOUTH BATON ROUGE,1520 THOMAS H DELPIT DIRVE,PARTNERSHIP INC,,BATON ROUGE,LA,70802,UNITED STATES,,,,,
105051,INTEGRATED AV SYSTEMS LLC,4675 E COTTON CENTER BLVD STE 155,D/B/A SUMMIT INTEGRATION SYSTEMS,,PHOENIX,AZ,85040,UNITED STATES,,,,,
105067,ENVIRO WORLD CORPORATION,7303 STEELES AVE WEST UNIT 6,,,TORONTO,ON,M9W0A2,CANADA,,,,,
105079,FREEDOM SCIENTIFIC,11800 31ST COURT NORTH,BLV GROUP LLS,,SAINT PETERSBURG,FL,33716,UNITED STATES,JOHN CHAROS,,,,
105150,INDUSTRIAL SPECIALTIES CO OF LA,P O BOX 82679,,,BATON ROUGE,LA,70884,UNITED STATES,,,,,
105191,SOUTHERN EMERGENCY & RESCUE,P O BOX 288,VEHICLE SALES LLC/S E R V S,9180 HIGHWAY 67,CLINTON,LA,70722,UNITED STATES,RICHARD HARKRIDER,CELL,,,
105258,JESSICA H ANDERSON,9465 PECAN TREE DR,,,BATON ROUGE,LA,70810,UNITED STATES,,,,,
105259,PATRICK JOSEPH MARTIN,8939 JEFFERSON HWY APT 606,,,BATON ROUGE,LA,70809,UNITED STATES,,,,,
105327,WHARTON-SMITH INC,17474 OPPORTUNITY AVE,,,BATON ROUGE,LA,70817,UNITED STATES,,,,,
105344,DONNA REICHMAN,1716 NEZ PERCE LOOP NE,D/B/A DONNA PEARLMUTTER REICHMAN,,RIO RANCHO,NM,87144,UNITED STATES,,,,,
105361,LYNDA.COM INC,6410 VIA REAL,,,CARPINTERIA,CA,93013,UNITED STATES,JANE FOSTER,,,,
105379,R E P INDUSTRIES INC,312 WALNUT STREET,,,LANSDALE,PA,19446,UNITED STATES,DAN LANPHER,,,,
105401,FABCORP INC,6951 WEST LITTLE YORK,,,HOUSTON,TX,77040,UNITED STATES,JOHN MINACAPELLI,,,,
105403,FOX-NESBIT ENGINEERING LLC,5131 PAYNE DR,,,BATON ROUGE,LA,70809,UNITED STATES,RYAN NESBIT,,,,
105416,CRITICAL POWER SYSTEMS INC,2043 EMILY ST,,,TUPELO,MS,38804,UNITED STATES,DEMPS BANNERMAN,CELL,,,
105481,STUART & COMPANY GENERAL,4320 JEFFREY DR,"CONTRACTORS, LLC",,BATON ROUGE,LA,70816,UNITED STATES,CHRIS STUART (CHRIS@STUARTANDC,OMPANY.COM),,,
105512,INFORMATICS HOLDINGS INC,1400 10TH STREET,DBA SYSTEM ID BARCODE SOLUTIONS,,PLANO,TX,75074,UNITED STATES,QUENTIN ODELL,,,,
105541,AMERICAN MUSLIM MISSION,740 E WASHINGTON STREET,OF BATON ROUGE INC,,BATON ROUGE,LA,70802,UNITED STATES,,,,,
105542,STOP THE KILLING INC,2377 TENNESSEE STREET,,,BATON ROUGE,LA,70802,UNITED STATES,,,,,
105543,NEW HOPE OUTREACH CENTER,9915 AVENUE A,HORACE EARLY JR,,BATON ROUGE,LA,70807,UNITED STATES,DUP FILE SEE 61990,,,,
105611,APEX ENGINEERING CORPORATION,P O BOX 760,,,CENTERVILLE,MS,39631,UNITED STATES,CHELSAE KNIGHT,PRESIDENT,,,
105653,SHERWOOD VILLAGE-STRIP LLC,232-B LITTLE JOHN DRIVE,,,BATON ROUGE,LA,70815,UNITED STATES,STEPHEN W HARRISON,CELL,,,
105654,ROLLFORM OF JAMESTOWN INC,181 BLACKSTONE AVENUE,PRECISION LOCKER COMPANY,,JAMESTOWN,NY,14701,UNITED STATES,PAT TRANIELLO,,,,
105689,BUDGET PRINTING CENTER INC,9462 FLORIDA BLVD,AKA BUDGET PRINT CENTER INC,,BATON ROUGE,LA,70815-1123,UNITED STATES,**BUDGET PRINT CENTER INC IS,,,,
105722,GREATER MT GIDEON BAPTIST CHURCH,205 ALICE STREET,,,BATON ROUGE,LA,70802,UNITED STATES,,,,,
105723,SAINT MARY BAPTIST CHURCH INC,1252 N ACADIAN THRUWAY EAST,,,BATON ROUGE,LA,70802,UNITED STATES,,,,,
105764,EMILY M PATRICK,13086 BLUFF ROAD,,,GEISMAR,LA,70734,UNITED STATES,,,,,
105770,VC CHAINS CORPORATION,34111 NOVIS POINTE,D/B/A VIKING CHAINS INC,,ACWORTH,GA,30101,UNITED STATES,SCOTT DAVIES,CELL,,,
105795,SERENITY 67,1520 THOMAS H DELPIT,,,BATON ROUGE,LA,70802,UNITED STATES,,,,,
105874,SOUTHERN LIGHT LLC,156 ST ANTHONY STREET,,,MOBILE,AL,36603,UNITED STATES,SAMANTHA PARKER,,,,
105942,TEKTON EXECUTIVE IT GROUP LLC,8000 GSRI AVENUE,,LBTC BLDG 3000,BATON ROUGE,LA,70820,UNITED STATES,BILL LEACH JR,CELL,,,
105943,HIGH POWER CONSULTING INC,6867 BLUEBONNET BLVD,ENVOC,,BATON ROUGE,LA,70810,UNITED STATES,CALVIN FABRE,,,,
105964,CALEB HEINE,720 EDISON ST,,,BATON ROUGE,LA,70806,UNITED STATES,CALEB HEINE,CELL,,,
105994,INFORMATION STORAGE & MANAGEMENT,1850 GRAND TERRE LANE STE 650,DBA RECORDMAX,,PORT ALLEN,LA,70767,UNITED STATES,JAY BABB,CELL,,,
106010,SUNGARD TREASURY SYSTEMS INC,7659 COLLECTIONS CENTER DR,,,CHICAGO,IL,60693,UNITED STATES,,,,,
106077,SHAW ENVIRONMENTAL LIABILITY,4171 ESSEN LAND,SOLUTIONS LLC,,BATON ROUGE,LA,70809,UNITED STATES,,,,,
106078,HELMUT SCHNEIDER,998 STANFORD AVE UNIT 504,,,BATON ROUGE,LA,70808,UNITED STATES,HELMUT SCHNEIDER,CELL,,,
106086,CENTURION CONSTRUCTION MANAGEMENT,8640 HIGHCREST DR,LLC,,BATON ROUGE,LA,70809,UNITED STATES,,,,,
106099,THOMAS J HICKEY,N53W15196 GLENMEADOW CT,,,MENOMONEE FALLS,WI,53051,UNITED STATES,**CHANGED DEFAULT FROM RT TO,,,,
106137,JG BISHOP CORPORATION,1101 24TH STREET,DBA ASI SIGNAGE INNOVATIONS,,KENNER,LA,70062,UNITED STATES,,,,,
106166,ALLEN MARTIN,25026 INDEPENDENCE DR #11211,,,FARMINGTON HILLS,MI,48335,UNITED STATES,,,,,
